i_vs	I(R_vs)/I(R_rs)
Step Information: I_sc=1m Elec=100m Rho=100m  (Run: 1/336)
4.641588833612770e+000	4.092738e+002
5.411695265464627e+000	4.445586e+002
6.309573444801921e+000	4.800424e+002
7.356422544596399e+000	5.153094e+002
8.576958985908926e+000	5.499539e+002
1.000000000000000e+001	5.835984e+002
Step Information: I_sc=10m Elec=1 Rho=100m  (Run: 27/336)
1.000000000000000e-003	-8.997938e-001
1.165914401179832e-003	-8.831701e-001
1.359356390878525e-003	-8.637893e-001
1.584893192461113e-003	-8.411938e-001
1.847849797422291e-003	-8.148508e-001
2.154434690031883e-003	-7.841391e-001
2.511886431509579e-003	-7.483343e-001
2.928644564625235e-003	-7.065926e-001
3.414548873833600e-003	-6.579301e-001
3.981071705534971e-003	-6.012003e-001
4.641588833612776e-003	-5.350669e-001
5.411695265464634e-003	-4.579730e-001
6.309573444801929e-003	-3.681044e-001
7.356422544596409e-003	-2.633473e-001
8.576958985908937e-003	-1.412394e-001
9.999999999999995e-003	1.087156e-003
1.165914401179831e-002	1.669724e-001
1.359356390878525e-002	3.603052e-001
1.584893192461112e-002	5.856126e-001
1.847849797422290e-002	8.481629e-001
2.154434690031882e-002	1.154086e+000
2.511886431509578e-002	1.510510e+000
2.928644564625235e-002	1.925722e+000
3.414548873833599e-002	2.409353e+000
3.981071705534969e-002	2.972584e+000
4.641588833612775e-002	3.628395e+000
5.411695265464631e-002	4.391837e+000
6.309573444801926e-002	5.280347e+000
7.356422544596405e-002	6.314108e+000
8.576958985908932e-002	7.516454e+000
9.999999999999990e-002	8.914311e+000
1.165914401179830e-001	1.053872e+001
1.359356390878524e-001	1.242538e+001
1.584893192461112e-001	1.461524e+001
1.847849797422289e-001	1.715519e+001
2.154434690031881e-001	2.009870e+001
2.511886431509577e-001	2.350654e+001
2.928644564625232e-001	2.744750e+001
3.414548873833597e-001	3.199898e+001
3.981071705534967e-001	3.724762e+001
4.641588833612772e-001	4.328963e+001
5.411695265464629e-001	5.023097e+001
6.309573444801924e-001	5.818710e+001
7.356422544596403e-001	6.728226e+001
8.576958985908929e-001	7.764810e+001
9.999999999999986e-001	8.942150e+001
1.165914401179830e+000	1.027413e+002
1.359356390878524e+000	1.177442e+002
1.584893192461111e+000	1.345585e+002
1.847849797422288e+000	1.532983e+002
2.154434690031880e+000	1.740542e+002
2.511886431509576e+000	1.968854e+002
2.928644564625231e+000	2.218097e+002
3.414548873833596e+000	2.487949e+002
3.981071705534965e+000	2.777512e+002
4.641588833612770e+000	3.085255e+002
5.411695265464627e+000	3.409000e+002
6.309573444801921e+000	3.745947e+002
7.356422544596399e+000	4.092738e+002
8.576958985908926e+000	4.445586e+002
1.000000000000000e+001	4.800424e+002
Step Information: I_sc=15.8489m Elec=1 Rho=100m  (Run: 28/336)
1.000000000000000e-003	-9.367715e-001
1.165914401179832e-003	-9.262819e-001
1.359356390878525e-003	-9.140521e-001
1.584893192461113e-003	-8.997937e-001
1.847849797422291e-003	-8.831701e-001
2.154434690031883e-003	-8.637891e-001
2.511886431509579e-003	-8.411937e-001
2.928644564625235e-003	-8.148508e-001
3.414548873833600e-003	-7.841390e-001
3.981071705534971e-003	-7.483343e-001
4.641588833612776e-003	-7.065926e-001
5.411695265464634e-003	-6.579301e-001
6.309573444801929e-003	-6.012003e-001
7.356422544596409e-003	-5.350668e-001
8.576958985908937e-003	-4.579730e-001
9.999999999999995e-003	-3.681043e-001
1.165914401179831e-002	-2.633472e-001
1.359356390878525e-002	-1.412394e-001
1.584893192461112e-002	1.087156e-003
1.847849797422290e-002	1.669724e-001
2.154434690031882e-002	3.603053e-001
2.511886431509578e-002	5.856126e-001
2.928644564625235e-002	8.481629e-001
3.414548873833599e-002	1.154086e+000
3.981071705534969e-002	1.510510e+000
4.641588833612775e-002	1.925722e+000
5.411695265464631e-002	2.409353e+000
6.309573444801926e-002	2.972584e+000
7.356422544596405e-002	3.628396e+000
8.576958985908932e-002	4.391837e+000
9.999999999999990e-002	5.280347e+000
1.165914401179830e-001	6.314109e+000
1.359356390878524e-001	7.516453e+000
1.584893192461112e-001	8.914312e+000
1.847849797422289e-001	1.053872e+001
2.154434690031881e-001	1.242538e+001
2.511886431509577e-001	1.461524e+001
2.928644564625232e-001	1.715519e+001
3.414548873833597e-001	2.009870e+001
3.981071705534967e-001	2.350654e+001
4.641588833612772e-001	2.744749e+001
5.411695265464629e-001	3.199898e+001
6.309573444801924e-001	3.724762e+001
7.356422544596403e-001	4.328964e+001
8.576958985908929e-001	5.023097e+001
9.999999999999986e-001	5.818710e+001
1.165914401179830e+000	6.728226e+001
1.359356390878524e+000	7.764811e+001
1.584893192461111e+000	8.942150e+001
1.847849797422288e+000	1.027413e+002
2.154434690031880e+000	1.177442e+002
2.511886431509576e+000	1.345585e+002
2.928644564625231e+000	1.532983e+002
3.414548873833596e+000	1.740542e+002
3.981071705534965e+000	1.968854e+002
4.641588833612770e+000	2.218097e+002
5.411695265464627e+000	2.487949e+002
6.309573444801921e+000	2.777512e+002
7.356422544596399e+000	3.085255e+002
8.576958985908926e+000	3.409001e+002
1.000000000000000e+001	3.745947e+002
Step Information: I_sc=25.1189m Elec=1 Rho=100m  (Run: 29/336)
1.000000000000000e-003	-9.601045e-001
1.165914401179832e-003	-9.534857e-001
1.359356390878525e-003	-9.457687e-001
1.584893192461113e-003	-9.367716e-001
1.847849797422291e-003	-9.262819e-001
2.154434690031883e-003	-9.140522e-001
2.511886431509579e-003	-8.997937e-001
2.928644564625235e-003	-8.831701e-001
3.414548873833600e-003	-8.637893e-001
3.981071705534971e-003	-8.411938e-001
4.641588833612776e-003	-8.148508e-001
5.411695265464634e-003	-7.841390e-001
6.309573444801929e-003	-7.483343e-001
7.356422544596409e-003	-7.065926e-001
8.576958985908937e-003	-6.579302e-001
9.999999999999995e-003	-6.012003e-001
1.165914401179831e-002	-5.350669e-001
1.359356390878525e-002	-4.579730e-001
1.584893192461112e-002	-3.681043e-001
1.847849797422290e-002	-2.633472e-001
2.154434690031882e-002	-1.412394e-001
2.511886431509578e-002	1.087156e-003
2.928644564625235e-002	1.669724e-001
3.414548873833599e-002	3.603052e-001
3.981071705534969e-002	5.856126e-001
4.641588833612775e-002	8.481630e-001
5.411695265464631e-002	1.154086e+000
6.309573444801926e-002	1.510510e+000
7.356422544596405e-002	1.925722e+000
8.576958985908932e-002	2.409353e+000
9.999999999999990e-002	2.972584e+000
1.165914401179830e-001	3.628395e+000
1.359356390878524e-001	4.391837e+000
1.584893192461112e-001	5.280347e+000
1.847849797422289e-001	6.314108e+000
2.154434690031881e-001	7.516453e+000
2.511886431509577e-001	8.914312e+000
2.928644564625232e-001	1.053872e+001
3.414548873833597e-001	1.242538e+001
3.981071705534967e-001	1.461524e+001
4.641588833612772e-001	1.715519e+001
5.411695265464629e-001	2.009870e+001
6.309573444801924e-001	2.350654e+001
7.356422544596403e-001	2.744749e+001
8.576958985908929e-001	3.199898e+001
9.999999999999986e-001	3.724762e+001
1.165914401179830e+000	4.328964e+001
1.359356390878524e+000	5.023098e+001
1.584893192461111e+000	5.818710e+001
1.847849797422288e+000	6.728226e+001
2.154434690031880e+000	7.764810e+001
2.511886431509576e+000	8.942151e+001
2.928644564625231e+000	1.027413e+002
3.414548873833596e+000	1.177442e+002
3.981071705534965e+000	1.345585e+002
4.641588833612770e+000	1.532983e+002
5.411695265464627e+000	1.740542e+002
6.309573444801921e+000	1.968854e+002
7.356422544596399e+000	2.218097e+002
8.576958985908926e+000	2.487949e+002
1.000000000000000e+001	2.777511e+002
Step Information: I_sc=39.8107m Elec=1 Rho=100m  (Run: 30/336)
1.000000000000000e-003	-9.748272e-001
1.165914401179832e-003	-9.706509e-001
1.359356390878525e-003	-9.657817e-001
1.584893192461113e-003	-9.601046e-001
1.847849797422291e-003	-9.534856e-001
2.154434690031883e-003	-9.457687e-001
2.511886431509579e-003	-9.367716e-001
2.928644564625235e-003	-9.262819e-001
3.414548873833600e-003	-9.140521e-001
3.981071705534971e-003	-8.997937e-001
4.641588833612776e-003	-8.831701e-001
5.411695265464634e-003	-8.637892e-001
6.309573444801929e-003	-8.411938e-001
7.356422544596409e-003	-8.148508e-001
8.576958985908937e-003	-7.841391e-001
9.999999999999995e-003	-7.483343e-001
1.165914401179831e-002	-7.065926e-001
1.359356390878525e-002	-6.579301e-001
1.584893192461112e-002	-6.012003e-001
1.847849797422290e-002	-5.350669e-001
2.154434690031882e-002	-4.579730e-001
2.511886431509578e-002	-3.681044e-001
2.928644564625235e-002	-2.633472e-001
3.414548873833599e-002	-1.412394e-001
3.981071705534969e-002	1.087156e-003
4.641588833612775e-002	1.669724e-001
5.411695265464631e-002	3.603052e-001
6.309573444801926e-002	5.856126e-001
7.356422544596405e-002	8.481630e-001
8.576958985908932e-002	1.154086e+000
9.999999999999990e-002	1.510510e+000
1.165914401179830e-001	1.925722e+000
1.359356390878524e-001	2.409353e+000
1.584893192461112e-001	2.972584e+000
1.847849797422289e-001	3.628395e+000
2.154434690031881e-001	4.391837e+000
2.511886431509577e-001	5.280347e+000
2.928644564625232e-001	6.314109e+000
3.414548873833597e-001	7.516453e+000
3.981071705534967e-001	8.914312e+000
4.641588833612772e-001	1.053872e+001
5.411695265464629e-001	1.242538e+001
6.309573444801924e-001	1.461524e+001
7.356422544596403e-001	1.715519e+001
8.576958985908929e-001	2.009870e+001
9.999999999999986e-001	2.350654e+001
1.165914401179830e+000	2.744749e+001
1.359356390878524e+000	3.199898e+001
1.584893192461111e+000	3.724762e+001
1.847849797422288e+000	4.328964e+001
2.154434690031880e+000	5.023097e+001
2.511886431509576e+000	5.818710e+001
2.928644564625231e+000	6.728226e+001
3.414548873833596e+000	7.764810e+001
3.981071705534965e+000	8.942150e+001
4.641588833612770e+000	1.027413e+002
5.411695265464627e+000	1.177442e+002
6.309573444801921e+000	1.345586e+002
7.356422544596399e+000	1.532983e+002
8.576958985908926e+000	1.740542e+002
1.000000000000000e+001	1.968854e+002
Step Information: I_sc=63.0957m Elec=1 Rho=100m  (Run: 31/336)
1.000000000000000e-003	-9.841169e-001
1.165914401179832e-003	-9.814818e-001
1.359356390878525e-003	-9.784094e-001
1.584893192461113e-003	-9.748272e-001
1.847849797422291e-003	-9.706509e-001
2.154434690031883e-003	-9.657816e-001
2.511886431509579e-003	-9.601045e-001
2.928644564625235e-003	-9.534857e-001
3.414548873833600e-003	-9.457688e-001
3.981071705534971e-003	-9.367716e-001
4.641588833612776e-003	-9.262819e-001
5.411695265464634e-003	-9.140522e-001
6.309573444801929e-003	-8.997938e-001
7.356422544596409e-003	-8.831702e-001
8.576958985908937e-003	-8.637893e-001
9.999999999999995e-003	-8.411937e-001
1.165914401179831e-002	-8.148508e-001
1.359356390878525e-002	-7.841391e-001
1.584893192461112e-002	-7.483343e-001
1.847849797422290e-002	-7.065926e-001
2.154434690031882e-002	-6.579301e-001
2.511886431509578e-002	-6.012003e-001
2.928644564625235e-002	-5.350669e-001
3.414548873833599e-002	-4.579730e-001
3.981071705534969e-002	-3.681043e-001
4.641588833612775e-002	-2.633472e-001
5.411695265464631e-002	-1.412394e-001
6.309573444801926e-002	1.087156e-003
7.356422544596405e-002	1.669724e-001
8.576958985908932e-002	3.603052e-001
9.999999999999990e-002	5.856126e-001
1.165914401179830e-001	8.481630e-001
1.359356390878524e-001	1.154086e+000
1.584893192461112e-001	1.510510e+000
1.847849797422289e-001	1.925722e+000
2.154434690031881e-001	2.409353e+000
2.511886431509577e-001	2.972584e+000
2.928644564625232e-001	3.628395e+000
3.414548873833597e-001	4.391837e+000
3.981071705534967e-001	5.280347e+000
4.641588833612772e-001	6.314109e+000
5.411695265464629e-001	7.516453e+000
6.309573444801924e-001	8.914312e+000
7.356422544596403e-001	1.053872e+001
8.576958985908929e-001	1.242538e+001
9.999999999999986e-001	1.461524e+001
1.165914401179830e+000	1.715519e+001
1.359356390878524e+000	2.009870e+001
1.584893192461111e+000	2.350654e+001
1.847849797422288e+000	2.744749e+001
2.154434690031880e+000	3.199898e+001
2.511886431509576e+000	3.724762e+001
2.928644564625231e+000	4.328963e+001
3.414548873833596e+000	5.023097e+001
3.981071705534965e+000	5.818710e+001
4.641588833612770e+000	6.728226e+001
5.411695265464627e+000	7.764811e+001
6.309573444801921e+000	8.942150e+001
7.356422544596399e+000	1.027413e+002
8.576958985908926e+000	1.177442e+002
1.000000000000000e+001	1.345585e+002
Step Information: I_sc=100m Elec=1 Rho=100m  (Run: 32/336)
1.000000000000000e-003	-9.899784e-001
1.165914401179832e-003	-9.883157e-001
1.359356390878525e-003	-9.863771e-001
1.584893192461113e-003	-9.841169e-001
1.847849797422291e-003	-9.814818e-001
2.154434690031883e-003	-9.784094e-001
2.511886431509579e-003	-9.748272e-001
2.928644564625235e-003	-9.706509e-001
3.414548873833600e-003	-9.657816e-001
3.981071705534971e-003	-9.601045e-001
4.641588833612776e-003	-9.534856e-001
5.411695265464634e-003	-9.457687e-001
6.309573444801929e-003	-9.367715e-001
7.356422544596409e-003	-9.262818e-001
8.576958985908937e-003	-9.140521e-001
9.999999999999995e-003	-8.997937e-001
1.165914401179831e-002	-8.831701e-001
1.359356390878525e-002	-8.637892e-001
1.584893192461112e-002	-8.411937e-001
1.847849797422290e-002	-8.148508e-001
2.154434690031882e-002	-7.841391e-001
2.511886431509578e-002	-7.483343e-001
2.928644564625235e-002	-7.065926e-001
3.414548873833599e-002	-6.579301e-001
3.981071705534969e-002	-6.012003e-001
4.641588833612775e-002	-5.350669e-001
5.411695265464631e-002	-4.579730e-001
6.309573444801926e-002	-3.681043e-001
7.356422544596405e-002	-2.633472e-001
8.576958985908932e-002	-1.412394e-001
9.999999999999990e-002	1.087156e-003
1.165914401179830e-001	1.669724e-001
1.359356390878524e-001	3.603052e-001
1.584893192461112e-001	5.856126e-001
1.847849797422289e-001	8.481630e-001
2.154434690031881e-001	1.154086e+000
2.511886431509577e-001	1.510510e+000
2.928644564625232e-001	1.925722e+000
3.414548873833597e-001	2.409353e+000
3.981071705534967e-001	2.972584e+000
4.641588833612772e-001	3.628396e+000
5.411695265464629e-001	4.391837e+000
6.309573444801924e-001	5.280348e+000
7.356422544596403e-001	6.314108e+000
8.576958985908929e-001	7.516453e+000
9.999999999999986e-001	8.914311e+000
1.165914401179830e+000	1.053872e+001
1.359356390878524e+000	1.242538e+001
1.584893192461111e+000	1.461524e+001
1.847849797422288e+000	1.715519e+001
2.154434690031880e+000	2.009870e+001
2.511886431509576e+000	2.350654e+001
2.928644564625231e+000	2.744749e+001
3.414548873833596e+000	3.199898e+001
3.981071705534965e+000	3.724762e+001
4.641588833612770e+000	4.328963e+001
5.411695265464627e+000	5.023098e+001
6.309573444801921e+000	5.818710e+001
7.356422544596399e+000	6.728226e+001
8.576958985908926e+000	7.764810e+001
1.000000000000000e+001	8.942151e+001
Step Information: I_sc=158.489m Elec=1 Rho=100m  (Run: 33/336)
1.000000000000000e-003	-9.936768e-001
1.165914401179832e-003	-9.926276e-001
1.359356390878525e-003	-9.914045e-001
1.584893192461113e-003	-9.899784e-001
1.847849797422291e-003	-9.883157e-001
2.154434690031883e-003	-9.863772e-001
2.511886431509579e-003	-9.841169e-001
2.928644564625235e-003	-9.814817e-001
3.414548873833600e-003	-9.784093e-001
3.981071705534971e-003	-9.748273e-001
4.641588833612776e-003	-9.706509e-001
5.411695265464634e-003	-9.657816e-001
6.309573444801929e-003	-9.601046e-001
7.356422544596409e-003	-9.534857e-001
8.576958985908937e-003	-9.457687e-001
9.999999999999995e-003	-9.367715e-001
1.165914401179831e-002	-9.262819e-001
1.359356390878525e-002	-9.140522e-001
1.584893192461112e-002	-8.997937e-001
1.847849797422290e-002	-8.831701e-001
2.154434690031882e-002	-8.637892e-001
2.511886431509578e-002	-8.411938e-001
2.928644564625235e-002	-8.148508e-001
3.414548873833599e-002	-7.841390e-001
3.981071705534969e-002	-7.483343e-001
4.641588833612775e-002	-7.065927e-001
5.411695265464631e-002	-6.579301e-001
6.309573444801926e-002	-6.012003e-001
7.356422544596405e-002	-5.350669e-001
8.576958985908932e-002	-4.579730e-001
9.999999999999990e-002	-3.681043e-001
1.165914401179830e-001	-2.633473e-001
1.359356390878524e-001	-1.412394e-001
1.584893192461112e-001	1.087157e-003
1.847849797422289e-001	1.669724e-001
2.154434690031881e-001	3.603052e-001
2.511886431509577e-001	5.856126e-001
2.928644564625232e-001	8.481630e-001
3.414548873833597e-001	1.154086e+000
3.981071705534967e-001	1.510510e+000
4.641588833612772e-001	1.925722e+000
5.411695265464629e-001	2.409353e+000
6.309573444801924e-001	2.972584e+000
7.356422544596403e-001	3.628395e+000
8.576958985908929e-001	4.391837e+000
9.999999999999986e-001	5.280347e+000
1.165914401179830e+000	6.314109e+000
1.359356390878524e+000	7.516453e+000
1.584893192461111e+000	8.914312e+000
1.847849797422288e+000	1.053872e+001
2.154434690031880e+000	1.242538e+001
2.511886431509576e+000	1.461524e+001
2.928644564625231e+000	1.715519e+001
3.414548873833596e+000	2.009870e+001
3.981071705534965e+000	2.350654e+001
4.641588833612770e+000	2.744749e+001
5.411695265464627e+000	3.199898e+001
6.309573444801921e+000	3.724762e+001
7.356422544596399e+000	4.328963e+001
8.576958985908926e+000	5.023097e+001
1.000000000000000e+001	5.818710e+001
Step Information: I_sc=251.189m Elec=1 Rho=100m  (Run: 34/336)
1.000000000000000e-003	-9.960103e-001
1.165914401179832e-003	-9.953483e-001
1.359356390878525e-003	-9.945766e-001
1.584893192461113e-003	-9.936768e-001
1.847849797422291e-003	-9.926276e-001
2.154434690031883e-003	-9.914045e-001
2.511886431509579e-003	-9.899784e-001
2.928644564625235e-003	-9.883157e-001
3.414548873833600e-003	-9.863771e-001
3.981071705534971e-003	-9.841169e-001
4.641588833612776e-003	-9.814817e-001
5.411695265464634e-003	-9.784093e-001
6.309573444801929e-003	-9.748272e-001
7.356422544596409e-003	-9.706508e-001
8.576958985908937e-003	-9.657816e-001
9.999999999999995e-003	-9.601045e-001
1.165914401179831e-002	-9.534856e-001
1.359356390878525e-002	-9.457687e-001
1.584893192461112e-002	-9.367715e-001
1.847849797422290e-002	-9.262819e-001
2.154434690031882e-002	-9.140521e-001
2.511886431509578e-002	-8.997937e-001
2.928644564625235e-002	-8.831700e-001
3.414548873833599e-002	-8.637892e-001
3.981071705534969e-002	-8.411937e-001
4.641588833612775e-002	-8.148508e-001
5.411695265464631e-002	-7.841390e-001
6.309573444801926e-002	-7.483343e-001
7.356422544596405e-002	-7.065926e-001
8.576958985908932e-002	-6.579301e-001
9.999999999999990e-002	-6.012002e-001
1.165914401179830e-001	-5.350668e-001
1.359356390878524e-001	-4.579730e-001
1.584893192461112e-001	-3.681043e-001
1.847849797422289e-001	-2.633473e-001
2.154434690031881e-001	-1.412394e-001
2.511886431509577e-001	1.087160e-003
2.928644564625232e-001	1.669724e-001
3.414548873833597e-001	3.603052e-001
3.981071705534967e-001	5.856126e-001
4.641588833612772e-001	8.481630e-001
5.411695265464629e-001	1.154086e+000
6.309573444801924e-001	1.510510e+000
7.356422544596403e-001	1.925722e+000
8.576958985908929e-001	2.409353e+000
9.999999999999986e-001	2.972584e+000
1.165914401179830e+000	3.628395e+000
1.359356390878524e+000	4.391837e+000
1.584893192461111e+000	5.280347e+000
1.847849797422288e+000	6.314109e+000
2.154434690031880e+000	7.516453e+000
2.511886431509576e+000	8.914311e+000
2.928644564625231e+000	1.053872e+001
3.414548873833596e+000	1.242538e+001
3.981071705534965e+000	1.461524e+001
4.641588833612770e+000	1.715519e+001
5.411695265464627e+000	2.009870e+001
6.309573444801921e+000	2.350654e+001
7.356422544596399e+000	2.744749e+001
8.576958985908926e+000	3.199898e+001
1.000000000000000e+001	3.724762e+001
Step Information: I_sc=398.107m Elec=1 Rho=100m  (Run: 35/336)
1.000000000000000e-003	-9.974826e-001
1.165914401179832e-003	-9.970650e-001
1.359356390878525e-003	-9.965780e-001
1.584893192461113e-003	-9.960102e-001
1.847849797422291e-003	-9.953482e-001
2.154434690031883e-003	-9.945764e-001
2.511886431509579e-003	-9.936766e-001
2.928644564625235e-003	-9.926275e-001
3.414548873833600e-003	-9.914042e-001
3.981071705534971e-003	-9.899782e-001
4.641588833612776e-003	-9.883154e-001
5.411695265464634e-003	-9.863768e-001
6.309573444801929e-003	-9.841166e-001
7.356422544596409e-003	-9.814813e-001
8.576958985908937e-003	-9.784089e-001
9.999999999999995e-003	-9.748267e-001
1.165914401179831e-002	-9.706502e-001
1.359356390878525e-002	-9.657809e-001
1.584893192461112e-002	-9.601037e-001
1.847849797422290e-002	-9.534848e-001
2.154434690031882e-002	-9.457676e-001
2.511886431509578e-002	-9.367704e-001
2.928644564625235e-002	-9.262807e-001
3.414548873833599e-002	-9.140508e-001
3.981071705534969e-002	-8.997923e-001
4.641588833612775e-002	-8.831687e-001
5.411695265464631e-002	-8.637877e-001
6.309573444801926e-002	-8.411923e-001
7.356422544596405e-002	-8.148493e-001
8.576958985908932e-002	-7.841377e-001
9.999999999999990e-002	-7.483331e-001
1.165914401179830e-001	-7.065915e-001
1.359356390878524e-001	-6.579292e-001
1.584893192461112e-001	-6.011995e-001
1.847849797422289e-001	-5.350663e-001
2.154434690031881e-001	-4.579726e-001
2.511886431509577e-001	-3.681041e-001
2.928644564625232e-001	-2.633471e-001
3.414548873833597e-001	-1.412393e-001
3.981071705534967e-001	1.087189e-003
4.641588833612772e-001	1.669724e-001
5.411695265464629e-001	3.603052e-001
6.309573444801924e-001	5.856126e-001
7.356422544596403e-001	8.481630e-001
8.576958985908929e-001	1.154086e+000
9.999999999999986e-001	1.510510e+000
1.165914401179830e+000	1.925722e+000
1.359356390878524e+000	2.409353e+000
1.584893192461111e+000	2.972584e+000
1.847849797422288e+000	3.628395e+000
2.154434690031880e+000	4.391837e+000
2.511886431509576e+000	5.280347e+000
2.928644564625231e+000	6.314109e+000
3.414548873833596e+000	7.516453e+000
3.981071705534965e+000	8.914312e+000
4.641588833612770e+000	1.053872e+001
5.411695265464627e+000	1.242538e+001
6.309573444801921e+000	1.461524e+001
7.356422544596399e+000	1.715519e+001
8.576958985908926e+000	2.009870e+001
1.000000000000000e+001	2.350654e+001
Step Information: I_sc=630.957m Elec=1 Rho=100m  (Run: 36/336)
1.000000000000000e-003	-9.983723e-001
1.165914401179832e-003	-9.981023e-001
1.359356390878525e-003	-9.977876e-001
1.584893192461113e-003	-9.974206e-001
1.847849797422291e-003	-9.969929e-001
2.154434690031883e-003	-9.964943e-001
2.511886431509579e-003	-9.959131e-001
2.928644564625235e-003	-9.952355e-001
3.414548873833600e-003	-9.944457e-001
3.981071705534971e-003	-9.935252e-001
4.641588833612776e-003	-9.924523e-001
5.411695265464634e-003	-9.912017e-001
6.309573444801929e-003	-9.897445e-001
7.356422544596409e-003	-9.880462e-001
8.576958985908937e-003	-9.860673e-001
9.999999999999995e-003	-9.837617e-001
1.165914401179831e-002	-9.810756e-001
1.359356390878525e-002	-9.779465e-001
1.584893192461112e-002	-9.743019e-001
1.847849797422290e-002	-9.700573e-001
2.154434690031882e-002	-9.651147e-001
2.511886431509578e-002	-9.593602e-001
2.928644564625235e-002	-9.526614e-001
3.414548873833599e-002	-9.448645e-001
3.981071705534969e-002	-9.357906e-001
4.641588833612775e-002	-9.252321e-001
5.411695265464631e-002	-9.129466e-001
6.309573444801926e-002	-8.986520e-001
7.356422544596405e-002	-8.820185e-001
8.576958985908932e-002	-8.626600e-001
9.999999999999990e-002	-8.401237e-001
1.165914401179830e-001	-8.138775e-001
1.359356390878524e-001	-7.832957e-001
1.584893192461112e-001	-7.476444e-001
1.847849797422289e-001	-7.060648e-001
2.154434690031881e-001	-6.575566e-001
2.511886431509577e-001	-6.009586e-001
2.928644564625232e-001	-5.349259e-001
3.414548873833597e-001	-4.578999e-001
3.981071705534967e-001	-3.680714e-001
4.641588833612772e-001	-2.633345e-001
5.411695265464629e-001	-1.412353e-001
6.309573444801924e-001	1.088205e-003
7.356422544596403e-001	1.669726e-001
8.576958985908929e-001	3.603053e-001
9.999999999999986e-001	5.856126e-001
1.165914401179830e+000	8.481630e-001
1.359356390878524e+000	1.154086e+000
1.584893192461111e+000	1.510510e+000
1.847849797422288e+000	1.925722e+000
2.154434690031880e+000	2.409352e+000
2.511886431509576e+000	2.972584e+000
2.928644564625231e+000	3.628395e+000
3.414548873833596e+000	4.391837e+000
3.981071705534965e+000	5.280348e+000
4.641588833612770e+000	6.314109e+000
5.411695265464627e+000	7.516453e+000
6.309573444801921e+000	8.914312e+000
7.356422544596399e+000	1.053872e+001
8.576958985908926e+000	1.242538e+001
1.000000000000000e+001	1.461524e+001
Step Information: I_sc=1 Elec=1 Rho=100m  (Run: 37/336)
1.000000000000000e-003	-9.985767e-001
1.165914401179832e-003	-9.983407e-001
1.359356390878525e-003	-9.980656e-001
1.584893192461113e-003	-9.977451e-001
1.847849797422291e-003	-9.973714e-001
2.154434690031883e-003	-9.969359e-001
2.511886431509579e-003	-9.964284e-001
2.928644564625235e-003	-9.958369e-001
3.414548873833600e-003	-9.951477e-001
3.981071705534971e-003	-9.943447e-001
4.641588833612776e-003	-9.934092e-001
5.411695265464634e-003	-9.923195e-001
6.309573444801929e-003	-9.910504e-001
7.356422544596409e-003	-9.895725e-001
8.576958985908937e-003	-9.878519e-001
9.999999999999995e-003	-9.858493e-001
1.165914401179831e-002	-9.835190e-001
1.359356390878525e-002	-9.808083e-001
1.584893192461112e-002	-9.776564e-001
1.847849797422290e-002	-9.739928e-001
2.154434690031882e-002	-9.697368e-001
2.511886431509578e-002	-9.647957e-001
2.928644564625235e-002	-9.590627e-001
3.414548873833599e-002	-9.524165e-001
3.981071705534969e-002	-9.447185e-001
4.641588833612775e-002	-9.358117e-001
5.411695265464631e-002	-9.255187e-001
6.309573444801926e-002	-9.136407e-001
7.356422544596405e-002	-8.999554e-001
8.576958985908932e-002	-8.842170e-001
9.999999999999990e-002	-8.661552e-001
1.165914401179830e-001	-8.454766e-001
1.359356390878524e-001	-8.218655e-001
1.584893192461112e-001	-7.949873e-001
1.847849797422289e-001	-7.644918e-001
2.154434690031881e-001	-7.300192e-001
2.511886431509577e-001	-6.912028e-001
2.928644564625232e-001	-6.476724e-001
3.414548873833597e-001	-5.990462e-001
3.981071705534967e-001	-5.449029e-001
4.641588833612772e-001	-4.846699e-001
5.411695265464629e-001	-4.174549e-001
6.309573444801924e-001	-3.412705e-001
7.356422544596403e-001	-2.512627e-001
8.576958985908929e-001	-1.384538e-001
9.999999999999986e-001	1.301246e-003
1.165914401179830e+000	1.669927e-001
1.359356390878524e+000	3.603062e-001
1.584893192461111e+000	5.856126e-001
1.847849797422288e+000	8.481630e-001
2.154434690031880e+000	1.154086e+000
2.511886431509576e+000	1.510510e+000
2.928644564625231e+000	1.925722e+000
3.414548873833596e+000	2.409353e+000
3.981071705534965e+000	2.972584e+000
4.641588833612770e+000	3.628396e+000
5.411695265464627e+000	4.391837e+000
6.309573444801921e+000	5.280347e+000
7.356422544596399e+000	6.314109e+000
8.576958985908926e+000	7.516453e+000
1.000000000000000e+001	8.914311e+000
Step Information: I_sc=1.58489 Elec=1 Rho=100m  (Run: 38/336)
1.000000000000000e-003	-9.986376e-001
1.165914401179832e-003	-9.984117e-001
1.359356390878525e-003	-9.981485e-001
1.584893192461113e-003	-9.978416e-001
1.847849797422291e-003	-9.974839e-001
2.154434690031883e-003	-9.970671e-001
2.511886431509579e-003	-9.965812e-001
2.928644564625235e-003	-9.960150e-001
3.414548873833600e-003	-9.953554e-001
3.981071705534971e-003	-9.945868e-001
4.641588833612776e-003	-9.936914e-001
5.411695265464634e-003	-9.926484e-001
6.309573444801929e-003	-9.914337e-001
7.356422544596409e-003	-9.900193e-001
8.576958985908937e-003	-9.883727e-001
