i_vs	I(R_vs)/I(R_rs)
Step Information: I_sc=1m Elec=100m Rho=100m  (Run: 1/336)
1.584893192461113e-003	-9.839860e-001
1.847849797422291e-003	-9.813296e-001
2.154434690031883e-003	-9.782325e-001
2.511886431509579e-003	-9.746218e-001
2.928644564625235e-003	-9.704122e-001
3.414548873833600e-003	-9.655046e-001
3.981071705534971e-003	-9.597833e-001
4.641588833612776e-003	-9.531135e-001
5.411695265464634e-003	-9.453378e-001
6.309573444801929e-003	-9.362733e-001
7.356422544596409e-003	-9.257061e-001
8.576958985908937e-003	-9.133878e-001
9.999999999999995e-003	-8.990283e-001
1.165914401179831e-002	-8.822895e-001
1.359356390878525e-002	-8.627778e-001
1.584893192461112e-002	-8.400344e-001
1.847849797422290e-002	-8.135248e-001
2.154434690031882e-002	-7.826260e-001
2.511886431509578e-002	-7.466131e-001
2.928644564625235e-002	-7.046413e-001
3.414548873833599e-002	-6.557273e-001
3.981071705534969e-002	-5.987268e-001
4.641588833612775e-002	-5.323084e-001
5.411695265464631e-002	-4.549237e-001
6.309573444801926e-002	-3.647726e-001
7.356422544596405e-002	-2.597640e-001
8.576958985908932e-002	-1.374688e-001
9.999999999999990e-002	4.931896e-003
1.165914401179830e-001	1.707074e-001
1.359356390878524e-001	3.636460e-001
1.584893192461112e-001	5.881329e-001
1.847849797422289e-001	8.492383e-001
2.154434690031881e-001	1.152815e+000
2.511886431509577e-001	1.505611e+000
2.928644564625232e-001	1.915386e+000
3.414548873833597e-001	2.391050e+000
3.981071705534967e-001	2.942799e+000
4.641588833612772e-001	3.582271e+000
5.411695265464629e-001	4.322697e+000
6.309573444801924e-001	5.179058e+000
7.356422544596403e-001	6.168225e+000
8.576958985908929e-001	7.309090e+000
9.999999999999986e-001	8.622654e+000
1.165914401179830e+000	1.013206e+001
1.359356390878524e+000	1.186256e+001
1.584893192461111e+000	1.384138e+001
1.847849797422288e+000	1.609738e+001
2.154434690031880e+000	1.866067e+001
2.511886431509576e+000	2.156185e+001
2.928644564625231e+000	2.483115e+001
3.414548873833596e+000	2.849716e+001
3.981071705534965e+000	3.258537e+001
4.641588833612770e+000	3.711642e+001
5.411695265464627e+000	4.210411e+001
6.309573444801921e+000	4.755342e+001
7.356422544596399e+000	5.345844e+001
8.576958985908926e+000	5.980068e+001
1.000000000000000e+001	6.654788e+001
Step Information: I_sc=158.489m Elec=100 Rho=1  (Run: 159/336)
1.000000000000000e-003	-9.926953e-001
1.165914401179832e-003	-9.914873e-001
1.359356390878525e-003	-9.900801e-001
1.584893192461113e-003	-9.884414e-001
1.847849797422291e-003	-9.865335e-001
2.154434690031883e-003	-9.843124e-001
2.511886431509579e-003	-9.817275e-001
2.928644564625235e-003	-9.787200e-001
3.414548873833600e-003	-9.752222e-001
3.981071705534971e-003	-9.711554e-001
4.641588833612776e-003	-9.664295e-001
5.411695265464634e-003	-9.609403e-001
6.309573444801929e-003	-9.545686e-001
7.356422544596409e-003	-9.471772e-001
8.576958985908937e-003	-9.386096e-001
9.999999999999995e-003	-9.286873e-001
1.165914401179831e-002	-9.172075e-001
1.359356390878525e-002	-9.039399e-001
1.584893192461112e-002	-8.886240e-001
1.847849797422290e-002	-8.709663e-001
2.154434690031882e-002	-8.506352e-001
2.511886431509578e-002	-8.272554e-001
2.928644564625235e-002	-8.003992e-001
3.414548873833599e-002	-7.695709e-001
3.981071705534969e-002	-7.341796e-001
4.641588833612775e-002	-6.934893e-001
5.411695265464631e-002	-6.465346e-001
6.309573444801926e-002	-5.919977e-001
7.356422544596405e-002	-5.280619e-001
8.576958985908932e-002	-4.527661e-001
9.999999999999990e-002	-3.638732e-001
1.165914401179830e-001	-2.594600e-001
1.359356390878524e-001	-1.373871e-001
1.584893192461112e-001	4.948853e-003
1.847849797422289e-001	1.707100e-001
2.154434690031881e-001	3.636462e-001
2.511886431509577e-001	5.881329e-001
2.928644564625232e-001	8.492383e-001
3.414548873833597e-001	1.152816e+000
3.981071705534967e-001	1.505611e+000
4.641588833612772e-001	1.915386e+000
5.411695265464629e-001	2.391050e+000
6.309573444801924e-001	2.942799e+000
7.356422544596403e-001	3.582270e+000
8.576958985908929e-001	4.322697e+000
9.999999999999986e-001	5.179057e+000
1.165914401179830e+000	6.168225e+000
1.359356390878524e+000	7.309091e+000
1.584893192461111e+000	8.622654e+000
1.847849797422288e+000	1.013206e+001
2.154434690031880e+000	1.186257e+001
2.511886431509576e+000	1.384138e+001
2.928644564625231e+000	1.609738e+001
3.414548873833596e+000	1.866067e+001
3.981071705534965e+000	2.156186e+001
4.641588833612770e+000	2.483116e+001
5.411695265464627e+000	2.849717e+001
6.309573444801921e+000	3.258538e+001
7.356422544596399e+000	3.711642e+001
8.576958985908926e+000	4.210412e+001
1.000000000000000e+001	4.755343e+001
Step Information: I_sc=251.189m Elec=100 Rho=1  (Run: 160/336)
1.000000000000000e-003	-9.932190e-001
1.165914401179832e-003	-9.920981e-001
1.359356390878525e-003	-9.907928e-001
1.584893192461113e-003	-9.892728e-001
1.847849797422291e-003	-9.875035e-001
2.154434690031883e-003	-9.854443e-001
2.511886431509579e-003	-9.830485e-001
2.928644564625235e-003	-9.802621e-001
3.414548873833600e-003	-9.770227e-001
3.981071705534971e-003	-9.732583e-001
4.641588833612776e-003	-9.688862e-001
5.411695265464634e-003	-9.638117e-001
6.309573444801929e-003	-9.579260e-001
7.356422544596409e-003	-9.511054e-001
8.576958985908937e-003	-9.432091e-001
9.999999999999995e-003	-9.340778e-001
1.165914401179831e-002	-9.235321e-001
1.359356390878525e-002	-9.113715e-001
1.584893192461112e-002	-8.973728e-001
1.847849797422290e-002	-8.812906e-001
2.154434690031882e-002	-8.628567e-001
2.511886431509578e-002	-8.417824e-001
2.928644564625235e-002	-8.177611e-001
3.414548873833599e-002	-7.904724e-001
3.981071705534969e-002	-7.595893e-001
4.641588833612775e-002	-7.247864e-001
5.411695265464631e-002	-6.857507e-001
6.309573444801926e-002	-6.421938e-001
7.356422544596405e-002	-5.938645e-001
8.576958985908932e-002	-5.405587e-001
9.999999999999990e-002	-4.821222e-001
1.165914401179830e-001	-4.184361e-001
1.359356390878524e-001	-3.493597e-001
1.584893192461112e-001	-2.745684e-001
1.847849797422289e-001	-1.929013e-001
2.154434690031881e-001	-1.009296e-001
2.511886431509577e-001	1.411233e-002
2.928644564625232e-001	1.713298e-001
3.414548873833597e-001	3.636532e-001
3.981071705534967e-001	5.881331e-001
4.641588833612772e-001	8.492383e-001
5.411695265464629e-001	1.152815e+000
6.309573444801924e-001	1.505611e+000
7.356422544596403e-001	1.915386e+000
8.576958985908929e-001	2.391050e+000
9.999999999999986e-001	2.942799e+000
1.165914401179830e+000	3.582270e+000
1.359356390878524e+000	4.322697e+000
1.584893192461111e+000	5.179057e+000
1.847849797422288e+000	6.168224e+000
2.154434690031880e+000	7.309091e+000
2.511886431509576e+000	8.622654e+000
2.928644564625231e+000	1.013206e+001
3.414548873833596e+000	1.186257e+001
3.981071705534965e+000	1.384138e+001
4.641588833612770e+000	1.609738e+001
5.411695265464627e+000	1.866067e+001
6.309573444801921e+000	2.156186e+001
7.356422544596399e+000	2.483116e+001
8.576958985908926e+000	2.849716e+001
1.000000000000000e+001	3.258537e+001
Step Information: I_sc=398.107m Elec=100 Rho=1  (Run: 161/336)
1.000000000000000e-003	-9.934697e-001
1.165914401179832e-003	-9.923903e-001
1.359356390878525e-003	-9.911331e-001
1.584893192461113e-003	-9.896694e-001
1.847849797422291e-003	-9.879655e-001
2.154434690031883e-003	-9.859824e-001
2.511886431509579e-003	-9.836751e-001
2.928644564625235e-003	-9.809917e-001
3.414548873833600e-003	-9.778718e-001
3.981071705534971e-003	-9.742465e-001
4.641588833612776e-003	-9.700359e-001
5.411695265464634e-003	-9.651487e-001
6.309573444801929e-003	-9.594805e-001
7.356422544596409e-003	-9.529117e-001
8.576958985908937e-003	-9.453069e-001
9.999999999999995e-003	-9.365129e-001
1.165914401179831e-002	-9.263568e-001
1.359356390878525e-002	-9.146456e-001
1.584893192461112e-002	-9.011647e-001
1.847849797422290e-002	-8.856782e-001
2.154434690031882e-002	-8.679285e-001
2.511886431509578e-002	-8.476388e-001
2.928644564625235e-002	-8.245159e-001
3.414548873833599e-002	-7.982546e-001
3.981071705534969e-002	-7.685452e-001
4.641588833612775e-002	-7.350830e-001
5.411695265464631e-002	-6.975805e-001
6.309573444801926e-002	-6.557824e-001
7.356422544596405e-002	-6.094829e-001
8.576958985908932e-002	-5.585444e-001
9.999999999999990e-002	-5.029175e-001
1.165914401179830e-001	-4.426585e-001
1.359356390878524e-001	-3.779433e-001
1.584893192461112e-001	-3.090742e-001
1.847849797422289e-001	-2.364766e-001
2.154434690031881e-001	-1.606791e-001
2.511886431509577e-001	-8.227173e-002
2.928644564625232e-001	-1.801730e-003
3.414548873833597e-001	8.029582e-002
3.981071705534967e-001	1.643484e-001
4.641588833612772e-001	2.539783e-001
5.411695265464629e-001	3.733867e-001
6.309573444801924e-001	5.881519e-001
7.356422544596403e-001	8.492383e-001
8.576958985908929e-001	1.152815e+000
9.999999999999986e-001	1.505611e+000
1.165914401179830e+000	1.915386e+000
1.359356390878524e+000	2.391050e+000
1.584893192461111e+000	2.942798e+000
1.847849797422288e+000	3.582270e+000
2.154434690031880e+000	4.322697e+000
2.511886431509576e+000	5.179057e+000
2.928644564625231e+000	6.168225e+000
3.414548873833596e+000	7.309090e+000
3.981071705534965e+000	8.622654e+000
4.641588833612770e+000	1.013206e+001
5.411695265464627e+000	1.186256e+001
6.309573444801921e+000	1.384138e+001
7.356422544596399e+000	1.609738e+001
8.576958985908926e+000	1.866067e+001
1.000000000000000e+001	2.156186e+001
Step Information: I_sc=630.957m Elec=100 Rho=1  (Run: 162/336)
1.000000000000000e-003	-9.936489e-001
1.165914401179832e-003	-9.925990e-001
1.359356390878525e-003	-9.913763e-001
1.584893192461113e-003	-9.899525e-001
1.847849797422291e-003	-9.882952e-001
2.154434690031883e-003	-9.863662e-001
2.511886431509579e-003	-9.841219e-001
2.928644564625235e-003	-9.815115e-001
3.414548873833600e-003	-9.784766e-001
3.981071705534971e-003	-9.749496e-001
4.641588833612776e-003	-9.708531e-001
5.411695265464634e-003	-9.660980e-001
6.309573444801929e-003	-9.605824e-001
7.356422544596409e-003	-9.541901e-001
8.576958985908937e-003	-9.467891e-001
9.999999999999995e-003	-9.382294e-001
1.165914401179831e-002	-9.283427e-001
1.359356390878525e-002	-9.169404e-001
1.584893192461112e-002	-9.038129e-001
1.847849797422290e-002	-8.887292e-001
2.154434690031882e-002	-8.714373e-001
2.511886431509578e-002	-8.516661e-001
2.928644564625235e-002	-8.291275e-001
3.414548873833599e-002	-8.035218e-001
3.981071705534969e-002	-7.745441e-001
4.641588833612775e-002	-7.418939e-001
5.411695265464631e-002	-7.052870e-001
6.309573444801926e-002	-6.644700e-001
7.356422544596405e-002	-6.192385e-001
8.576958985908932e-002	-5.694557e-001
9.999999999999990e-002	-5.150727e-001
1.165914401179830e-001	-4.561482e-001
1.359356390878524e-001	-3.928647e-001
1.584893192461112e-001	-3.255400e-001
1.847849797422289e-001	-2.546312e-001
2.154434690031881e-001	-1.807285e-001
2.511886431509577e-001	-1.045385e-001
2.928644564625232e-001	-2.685639e-002
3.414548873833597e-001	5.147353e-002
3.981071705534967e-001	1.296060e-001
4.641588833612772e-001	2.067542e-001
5.411695265464629e-001	2.822666e-001
6.309573444801924e-001	3.557529e-001
7.356422544596403e-001	4.273844e-001
8.576958985908929e-001	4.998067e-001
9.999999999999986e-001	5.982130e-001
1.165914401179830e+000	8.492384e-001
1.359356390878524e+000	1.152815e+000
1.584893192461111e+000	1.505611e+000
1.847849797422288e+000	1.915386e+000
2.154434690031880e+000	2.391050e+000
2.511886431509576e+000	2.942799e+000
2.928644564625231e+000	3.582270e+000
3.414548873833596e+000	4.322697e+000
3.981071705534965e+000	5.179057e+000
4.641588833612770e+000	6.168225e+000
5.411695265464627e+000	7.309090e+000
6.309573444801921e+000	8.622654e+000
7.356422544596399e+000	1.013206e+001
8.576958985908926e+000	1.186257e+001
1.000000000000000e+001	1.384138e+001
Step Information: I_sc=1 Elec=100 Rho=1  (Run: 163/336)
1.000000000000000e-003	-9.937963e-001
1.165914401179832e-003	-9.927707e-001
1.359356390878525e-003	-9.915763e-001
1.584893192461113e-003	-9.901855e-001
1.847849797422291e-003	-9.885664e-001
2.154434690031883e-003	-9.866819e-001
2.511886431509579e-003	-9.844892e-001
2.928644564625235e-003	-9.819388e-001
3.414548873833600e-003	-9.789734e-001
3.981071705534971e-003	-9.755271e-001
4.641588833612776e-003	-9.715240e-001
5.411695265464634e-003	-9.668771e-001
6.309573444801929e-003	-9.614865e-001
7.356422544596409e-003	-9.552383e-001
8.576958985908937e-003	-9.480032e-001
9.999999999999995e-003	-9.396344e-001
1.165914401179831e-002	-9.299667e-001
1.359356390878525e-002	-9.188149e-001
1.584893192461112e-002	-9.059731e-001
1.847849797422290e-002	-8.912143e-001
2.154434690031882e-002	-8.742901e-001
2.511886431509578e-002	-8.549333e-001
2.928644564625235e-002	-8.328593e-001
3.414548873833599e-002	-8.077713e-001
3.981071705534969e-002	-7.793666e-001
4.641588833612775e-002	-7.473456e-001
5.411695265464631e-002	-7.114239e-001
6.309573444801926e-002	-6.713458e-001
7.356422544596405e-002	-6.269026e-001
8.576958985908932e-002	-5.779508e-001
9.999999999999990e-002	-5.244328e-001
1.165914401179830e-001	-4.663966e-001
1.359356390878524e-001	-4.040127e-001
1.584893192461112e-001	-3.375870e-001
1.847849797422289e-001	-2.675657e-001
2.154434690031881e-001	-1.945319e-001
2.511886431509577e-001	-1.191917e-001
2.928644564625232e-001	-4.234917e-002
3.414548873833597e-001	3.512642e-002
3.981071705534967e-001	1.123414e-001
4.641588833612772e-001	1.884206e-001
5.411695265464629e-001	2.625507e-001
6.309573444801924e-001	3.340189e-001
7.356422544596403e-001	4.022476e-001
8.576958985908929e-001	4.668265e-001
9.999999999999986e-001	5.275529e-001
1.165914401179830e+000	5.845206e-001
1.359356390878524e+000	6.386011e-001
1.584893192461111e+000	6.934972e-001
1.847849797422288e+000	8.492386e-001
2.154434690031880e+000	1.152815e+000
2.511886431509576e+000	1.505611e+000
2.928644564625231e+000	1.915387e+000
3.414548873833596e+000	2.391050e+000
3.981071705534965e+000	2.942799e+000
4.641588833612770e+000	3.582270e+000
5.411695265464627e+000	4.322697e+000
6.309573444801921e+000	5.179057e+000
7.356422544596399e+000	6.168225e+000
8.576958985908926e+000	7.309091e+000
1.000000000000000e+001	8.622654e+000
Step Information: I_sc=1.58489 Elec=100 Rho=1  (Run: 164/336)
1.000000000000000e-003	-9.939260e-001
1.165914401179832e-003	-9.929218e-001
1.359356390878525e-003	-9.917522e-001
1.584893192461113e-003	-9.903904e-001
1.847849797422291e-003	-9.888049e-001
2.154434690031883e-003	-9.869595e-001
2.511886431509579e-003	-9.848122e-001
2.928644564625235e-003	-9.823145e-001
3.414548873833600e-003	-9.794103e-001
3.981071705534971e-003	-9.760349e-001
4.641588833612776e-003	-9.721139e-001
5.411695265464634e-003	-9.675618e-001
6.309573444801929e-003	-9.622809e-001
7.356422544596409e-003	-9.561591e-001
8.576958985908937e-003	-9.490697e-001
9.999999999999995e-003	-9.408682e-001
1.165914401179831e-002	-9.313922e-001
1.359356390878525e-002	-9.204595e-001
1.584893192461112e-002	-9.078675e-001
1.847849797422290e-002	-8.933920e-001
2.154434690031882e-002	-8.767883e-001
2.511886431509578e-002	-8.577918e-001
2.928644564625235e-002	-8.361209e-001
3.414548873833599e-002	-8.114807e-001
3.981071705534969e-002	-7.835700e-001
4.641588833612775e-002	-7.520894e-001
5.411695265464631e-002	-7.167526e-001
6.309573444801926e-002	-6.773011e-001
7.356422544596405e-002	-6.335205e-001
8.576958985908932e-002	-5.852596e-001
9.999999999999990e-002	-5.324503e-001
1.165914401179830e-001	-4.751280e-001
1.359356390878524e-001	-4.134487e-001
1.584893192461112e-001	-3.477022e-001
1.847849797422289e-001	-2.783190e-001
2.154434690031881e-001	-2.058675e-001
2.511886431509577e-001	-1.310415e-001
2.928644564625232e-001	-5.463765e-002
3.414548873833597e-001	2.247721e-002
3.981071705534967e-001	9.940432e-002
4.641588833612772e-001	1.752553e-001
5.411695265464629e-001	2.491930e-001
6.309573444801924e-001	3.204685e-001
7.356422544596403e-001	3.884495e-001
8.576958985908929e-001	4.526398e-001
9.999999999999986e-001	5.126893e-001
1.165914401179830e+000	5.683961e-001
1.359356390878524e+000	6.197036e-001
1.584893192461111e+000	6.667018e-001
1.847849797422288e+000	7.096480e-001
2.154434690031880e+000	7.490713e-001
2.511886431509576e+000	7.866894e-001
2.928644564625231e+000	8.508116e-001
3.414548873833596e+000	1.152386e+000
3.981071705534965e+000	1.505611e+000
4.641588833612770e+000	1.915386e+000
5.411695265464627e+000	2.391050e+000
6.309573444801921e+000	2.942799e+000
7.356422544596399e+000	3.582270e+000
8.576958985908926e+000	4.322697e+000
1.000000000000000e+001	5.179057e+000
Step Information: I_sc=2.51189 Elec=100 Rho=1  (Run: 165/336)
1.000000000000000e-003	-9.940444e-001
1.165914401179832e-003	-9.930596e-001
1.359356390878525e-003	-9.919128e-001
1.584893192461113e-003	-9.905774e-001
1.847849797422291e-003	-9.890225e-001
2.154434690031883e-003	-9.872129e-001
2.511886431509579e-003	-9.851071e-001
2.928644564625235e-003	-9.826575e-001
3.414548873833600e-003	-9.798090e-001
3.981071705534971e-003	-9.764982e-001
4.641588833612776e-003	-9.726522e-001
5.411695265464634e-003	-9.681867e-001
6.309573444801929e-003	-9.630057e-001
7.356422544596409e-003	-9.569994e-001
8.576958985908937e-003	-9.500426e-001
9.999999999999995e-003	-9.419936e-001
1.165914401179831e-002	-9.326923e-001
1.359356390878525e-002	-9.219594e-001
1.584893192461112e-002	-9.095946e-001
1.847849797422290e-002	-8.953771e-001
2.154434690031882e-002	-8.790648e-001
2.511886431509578e-002	-8.603959e-001
2.928644564625235e-002	-8.390910e-001
3.414548873833599e-002	-8.148571e-001
3.981071705534969e-002	-7.873938e-001
4.641588833612775e-002	-7.564016e-001
5.411695265464631e-002	-7.215926e-001
6.309573444801926e-002	-6.827047e-001
7.356422544596405e-002	-6.395179e-001
8.576958985908932e-002	-5.918730e-001
9.999999999999990e-002	-5.396915e-001
1.165914401179830e-001	-4.829959e-001
1.359356390878524e-001	-4.219273e-001
1.584893192461112e-001	-3.567595e-001
1.847849797422289e-001	-2.879063e-001
2.154434690031881e-001	-2.159202e-001
2.511886431509577e-001	-1.414812e-001
2.928644564625232e-001	-6.537509e-002
3.414548873833597e-001	1.153730e-002
3.981071705534967e-001	8.835834e-002
4.641588833612772e-001	1.641951e-001
5.411695265464629e-001	2.382004e-001
6.309573444801924e-001	3.096101e-001
7.356422544596403e-001	3.777715e-001
8.576958985908929e-001	4.421639e-001
9.999999999999986e-001	5.024071e-001
1.165914401179830e+000	5.582614e-001
1.359356390878524e+000	6.096194e-001
1.584893192461111e+000	6.564921e-001
1.847849797422288e+000	6.989926e-001
2.154434690031880e+000	7.373196e-001
2.511886431509576e+000	7.717465e-001
2.928644564625231e+000	8.026238e-001
3.414548873833596e+000	8.304236e-001
3.981071705534965e+000	8.561333e-001
4.641588833612770e+000	8.854789e-001
5.411695265464627e+000	1.152815e+000
6.309573444801921e+000	1.505611e+000
7.356422544596399e+000	1.915386e+000
8.576958985908926e+000	2.391050e+000
1.000000000000000e+001	2.942799e+000
Step Information: I_sc=3.98107 Elec=100 Rho=1  (Run: 166/336)
1.000000000000000e-003	-9.941548e-001
1.165914401179832e-003	-9.931884e-001
1.359356390878525e-003	-9.920627e-001
1.584893192461113e-003	-9.907518e-001
1.847849797422291e-003	-9.892257e-001
2.154434690031883e-003	-9.874492e-001
2.511886431509579e-003	-9.853821e-001
2.928644564625235e-003	-9.829774e-001
3.414548873833600e-003	-9.801809e-001
3.981071705534971e-003	-9.769306e-001
4.641588833612776e-003	-9.731543e-001
5.411695265464634e-003	-9.687696e-001
6.309573444801929e-003	-9.636819e-001
7.356422544596409e-003	-9.577831e-001
8.576958985908937e-003	-9.509501e-001
9.999999999999995e-003	-9.430433e-001
1.165914401179831e-002	-9.339049e-001
1.359356390878525e-002	-9.233581e-001
1.584893192461112e-002	-9.112054e-001
1.847849797422290e-002	-8.972285e-001
2.154434690031882e-002	-8.811879e-001
2.511886431509578e-002	-8.628243e-001
2.928644564625235e-002	-8.418605e-001
3.414548873833599e-002	-8.180051e-001
3.981071705534969e-002	-7.909586e-001
4.641588833612775e-002	-7.604210e-001
5.411695265464631e-002	-7.261030e-001
6.309573444801926e-002	-6.877389e-001
7.356422544596405e-002	-6.451031e-001
8.576958985908932e-002	-5.980287e-001
9.999999999999990e-002	-5.464271e-001
1.165914401179830e-001	-4.903081e-001
1.359356390878524e-001	-4.297984e-001
1.584893192461112e-001	-3.651559e-001
1.847849797422289e-001	-2.967778e-001
2.154434690031881e-001	-2.252006e-001
2.511886431509577e-001	-1.510903e-001
2.928644564625232e-001	-7.522147e-002
3.414548873833597e-001	1.552316e-003
3.981071705534967e-001	7.833587e-002
4.641588833612772e-001	1.542337e-001
5.411695265464629e-001	2.283914e-001
6.309573444801924e-001	3.000330e-001
7.356422544596403e-001	3.684910e-001
8.576958985908929e-001	4.332271e-001
9.999999999999986e-001	4.938428e-001
1.165914401179830e+000	5.500788e-001
1.359356390878524e+000	6.018081e-001
1.584893192461111e+000	6.490212e-001
1.847849797422288e+000	6.918083e-001
2.154434690031880e+000	7.303393e-001
2.511886431509576e+000	7.648454e-001
2.928644564625231e+000	7.956008e-001
3.414548873833596e+000	8.229095e-001
3.981071705534965e+000	8.470968e-001
4.641588833612770e+000	8.685091e-001
5.411695265464627e+000	8.875398e-001
6.309573444801921e+000	9.048297e-001
7.356422544596399e+000	9.227505e-001
8.576958985908926e+000	1.151799e+000
1.000000000000000e+001	1.505611e+000
Step Information: I_sc=6.30957 Elec=100 Rho=1  (Run: 167/336)
1.000000000000000e-003	-9.942592e-001
1.165914401179832e-003	-9.933099e-001
1.359356390878525e-003	-9.922043e-001
1.584893192461113e-003	-9.909168e-001
1.847849797422291e-003	-9.894176e-001
2.154434690031883e-003	-9.876726e-001
2.511886431509579e-003	-9.856420e-001
2.928644564625235e-003	-9.832797e-001
3.414548873833600e-003	-9.805326e-001
3.981071705534971e-003	-9.773391e-001
4.641588833612776e-003	-9.736289e-001
5.411695265464634e-003	-9.693206e-001
6.309573444801929e-003	-9.643211e-001
7.356422544596409e-003	-9.585241e-001
8.576958985908937e-003	-9.518081e-001
9.999999999999995e-003	-9.440358e-001
1.165914401179831e-002	-9.350516e-001
1.359356390878525e-002	-9.246809e-001
1.584893192461112e-002	-9.127288e-001
1.847849797422290e-002	-8.989795e-001
2.154434690031882e-002	-8.831961e-001
2.511886431509578e-002	-8.651214e-001
2.928644564625235e-002	-8.444806e-001
3.414548873833599e-002	-8.209836e-001
3.981071705534969e-002	-7.943317e-001
4.641588833612775e-002	-7.642248e-001
5.411695265464631e-002	-7.303718e-001
6.309573444801926e-002	-6.925037e-001
7.356422544596405e-002	-6.503899e-001
8.576958985908932e-002	-6.038556e-001
9.999999999999990e-002	-5.528027e-001
1.165914401179830e-001	-4.972287e-001
1.359356390878524e-001	-4.372463e-001
1.584893192461112e-001	-3.730977e-001
1.847849797422289e-001	-3.051641e-001
2.154434690031881e-001	-2.339663e-001
2.511886431509577e-001	-1.601559e-001
2.928644564625232e-001	-8.449640e-002
3.414548873833597e-001	-7.833635e-003
3.981071705534967e-001	6.894019e-002
4.641588833612772e-001	1.449278e-001
5.411695265464629e-001	2.192685e-001
6.309573444801924e-001	2.911756e-001
7.356422544596403e-001	3.599682e-001
8.576958985908929e-001	4.250926e-001
9.999999999999986e-001	4.861333e-001
1.165914401179830e+000	5.428151e-001
1.359356390878524e+000	5.949954e-001
1.584893192461111e+000	6.426505e-001
1.847849797422288e+000	6.858582e-001
2.154434690031880e+000	7.247770e-001
2.511886431509576e+000	7.596272e-001
2.928644564625231e+000	7.906720e-001
3.414548873833596e+000	8.182010e-001
3.981071705534965e+000	8.425169e-001
4.641588833612770e+000	8.639256e-001
5.411695265464627e+000	8.827285e-001
6.309573444801921e+000	8.992199e-001
7.356422544596399e+000	9.136898e-001
8.576958985908926e+000	9.264400e-001
1.000000000000000e+001	9.378975e-001
Step Information: I_sc=10 Elec=100 Rho=1  (Run: 168/336)
1.000000000000000e-003	-9.943587e-001
1.165914401179832e-003	-9.934258e-001
1.359356390878525e-003	-9.923393e-001
1.584893192461113e-003	-9.910739e-001
1.847849797422291e-003	-9.896006e-001
2.154434690031883e-003	-9.878856e-001
2.511886431509579e-003	-9.858899e-001
2.928644564625235e-003	-9.835680e-001
3.414548873833600e-003	-9.808678e-001
3.981071705534971e-003	-9.777288e-001
4.641588833612776e-003	-9.740815e-001
5.411695265464634e-003	-9.698460e-001
6.309573444801929e-003	-9.649306e-001
7.356422544596409e-003	-9.592306e-001
8.576958985908937e-003	-9.526264e-001
9.999999999999995e-003	-9.449823e-001
1.165914401179831e-002	-9.361453e-001
1.359356390878525e-002	-9.259426e-001
1.584893192461112e-002	-9.141821e-001
1.847849797422290e-002	-9.006501e-001
2.154434690031882e-002	-8.851123e-001
2.511886431509578e-002	-8.673139e-001
2.928644564625235e-002	-8.469818e-001
3.414548873833599e-002	-8.238275e-001
3.981071705534969e-002	-7.975532e-001
4.641588833612775e-002	-7.678585e-001
5.411695265464631e-002	-7.344508e-001
6.309573444801926e-002	-6.970581e-001
7.356422544596405e-002	-6.554447e-001
8.576958985908932e-002	-6.094287e-001
9.999999999999990e-002	-5.589025e-001
1.165914401179830e-001	-5.038519e-001
1.359356390878524e-001	-4.443759e-001
1.584893192461112e-001	-3.807017e-001
1.847849797422289e-001	-3.131946e-001
2.154434690031881e-001	-2.423598e-001
2.511886431509577e-001	-1.688351e-001
2.928644564625232e-001	-9.337224e-002
3.414548873833597e-001	-1.680947e-002
3.981071705534967e-001	5.996451e-002
4.641588833612772e-001	1.360512e-001
5.411695265464629e-001	2.105839e-001
6.309573444801924e-001	2.827664e-001
7.356422544596403e-001	3.519048e-001
8.576958985908929e-001	4.174304e-001
9.999999999999986e-001	4.789120e-001
1.165914401179830e+000	5.360588e-001
1.359356390878524e+000	5.887135e-001
1.584893192461111e+000	6.368399e-001
1.847849797422288e+000	6.805046e-001
2.154434690031880e+000	7.198574e-001
2.511886431509576e+000	7.551117e-001
2.928644564625231e+000	7.865251e-001
3.414548873833596e+000	8.143830e-001
3.981071705534965e+000	8.389843e-001
4.641588833612770e+000	8.606306e-001
5.411695265464627e+000	8.796171e-001
6.309573444801921e+000	8.962268e-001
7.356422544596399e+000	9.107272e-001
8.576958985908926e+000	9.233678e-001
1.000000000000000e+001	9.343814e-001
Step Information: I_sc=1m Elec=100m Rho=10  (Run: 169/336)
1.000000000000000e-003	2.450843e-002
1.165914401179832e-003	1.896526e-001
1.359356390878525e-003	3.805160e-001
1.584893192461113e-003	6.007939e-001
1.847849797422291e-003	8.546076e-001
2.154434690031883e-003	1.146516e+000
2.511886431509579e-003	1.481517e+000
2.928644564625235e-003	1.865024e+000
3.414548873833600e-003	2.302822e+000
3.981071705534971e-003	2.800991e+000
4.641588833612776e-003	3.365780e+000
5.411695265464634e-003	4.003444e+000
6.309573444801929e-003	4.720017e+000
7.356422544596409e-003	5.521034e+000
8.576958985908937e-003	6.411188e+000
9.999999999999995e-003	7.393950e+000
1.165914401179831e-002	8.471152e+000
1.359356390878525e-002	9.642564e+000
1.584893192461112e-002	1.090552e+001
1.847849797422290e-002	1.225462e+001
2.154434690031882e-002	1.368154e+001
2.511886431509578e-002	1.517506e+001
2.928644564625235e-002	1.672127e+001
3.414548873833599e-002	1.830399e+001
