i_vs	I(R_rs)	I(R_vs)	I(R_vs)/I(R_rs)
1.000000000000000e+001	4.072655e-003	9.995928e+000	2.454401e+003
Step Information: I_sc=2.51189m Elec=1  (Run: 24/84)
1.000000000000000e-003	2.504610e-003	-1.504610e-003	-6.007363e-001
1.165914401179832e-003	2.504651e-003	-1.338737e-003	-5.345004e-001
1.359356390878525e-003	2.504700e-003	-1.145343e-003	-4.572777e-001
1.584893192461113e-003	2.504756e-003	-9.198627e-004	-3.672464e-001
1.847849797422291e-003	2.504821e-003	-6.569716e-004	-2.622828e-001
2.154434690031883e-003	2.504898e-003	-3.504631e-004	-1.399111e-001
2.511886431509579e-003	2.504987e-003	6.899516e-006	2.754312e-003
2.928644564625235e-003	2.505091e-003	4.235538e-004	1.690772e-001
3.414548873833600e-003	2.505212e-003	9.093370e-004	3.629781e-001
3.981071705534971e-003	2.505353e-003	1.475719e-003	5.890262e-001
4.641588833612776e-003	2.505518e-003	2.136071e-003	8.525467e-001
5.411695265464634e-003	2.505710e-003	2.905986e-003	1.159746e+000
6.309573444801929e-003	2.505933e-003	3.803640e-003	1.517854e+000
7.356422544596409e-003	2.506194e-003	4.850228e-003	1.935296e+000
8.576958985908937e-003	2.506499e-003	6.070460e-003	2.421888e+000
9.999999999999995e-003	2.506853e-003	7.493147e-003	2.989065e+000
1.165914401179831e-002	2.507267e-003	9.151877e-003	3.650141e+000
1.359356390878525e-002	2.507749e-003	1.108581e-002	4.420624e+000
1.584893192461112e-002	2.508311e-003	1.334062e-002	5.318566e+000
1.847849797422290e-002	2.508967e-003	1.596953e-002	6.364983e+000
2.154434690031882e-002	2.509731e-003	1.903462e-002	7.584326e+000
2.511886431509578e-002	2.510622e-003	2.260824e-002	9.005038e+000
2.928644564625235e-002	2.511661e-003	2.677478e-002	1.066019e+001
3.414548873833599e-002	2.512872e-003	3.163262e-002	1.258823e+001
3.981071705534969e-002	2.514284e-003	3.729643e-002	1.483382e+001
4.641588833612775e-002	2.515930e-003	4.389996e-002	1.744880e+001
5.411695265464631e-002	2.517849e-003	5.159910e-002	2.049332e+001
6.309573444801926e-002	2.520087e-003	6.057565e-002	2.403712e+001
7.356422544596405e-002	2.522697e-003	7.104153e-002	2.816095e+001
8.576958985908932e-002	2.525739e-003	8.324385e-002	3.295822e+001
9.999999999999990e-002	2.529286e-003	9.747072e-002	3.853685e+001
1.165914401179830e-001	2.533421e-003	1.140580e-001	4.502134e+001
1.359356390878524e-001	2.538243e-003	1.333974e-001	5.255502e+001
1.584893192461112e-001	2.543865e-003	1.559455e-001	6.130258e+001
1.847849797422289e-001	2.550419e-003	1.822346e-001	7.145280e+001
2.154434690031881e-001	2.558060e-003	2.128854e-001	8.322142e+001
2.511886431509577e-001	2.566970e-003	2.486217e-001	9.685414e+001
2.928644564625232e-001	2.577358e-003	2.902871e-001	1.126297e+002
3.414548873833597e-001	2.589469e-003	3.388654e-001	1.308629e+002
3.981071705534967e-001	2.603590e-003	3.955036e-001	1.519070e+002
4.641588833612772e-001	2.620053e-003	4.615388e-001	1.761563e+002
5.411695265464629e-001	2.639248e-003	5.385303e-001	2.040469e+002
6.309573444801924e-001	2.661627e-003	6.282957e-001	2.360570e+002
7.356422544596403e-001	2.687720e-003	7.329546e-001	2.727049e+002
8.576958985908929e-001	2.718142e-003	8.549777e-001	3.145449e+002
9.999999999999986e-001	2.753612e-003	9.972464e-001	3.621594e+002
1.165914401179830e+000	2.794966e-003	1.163119e+000	4.161480e+002
1.359356390878524e+000	2.843182e-003	1.356513e+000	4.771110e+002
1.584893192461111e+000	2.899397e-003	1.581994e+000	5.456285e+002
1.847849797422288e+000	2.964939e-003	1.844885e+000	6.222336e+002
2.154434690031880e+000	3.041356e-003	2.151393e+000	7.073797e+002
2.511886431509576e+000	3.130451e-003	2.508756e+000	8.014040e+002
2.928644564625231e+000	3.234328e-003	2.925410e+000	9.044877e+002
3.414548873833596e+000	3.355441e-003	3.411193e+000	1.016616e+003
3.981071705534965e+000	3.496647e-003	3.977575e+000	1.137540e+003
4.641588833612770e+000	3.661281e-003	4.637928e+000	1.266750e+003
5.411695265464627e+000	3.853231e-003	5.407842e+000	1.403456e+003
6.309573444801921e+000	4.077028e-003	6.305496e+000	1.546591e+003
7.356422544596399e+000	4.337957e-003	7.352085e+000	1.694827e+003
8.576958985908926e+000	4.642176e-003	8.572317e+000	1.846616e+003
1.000000000000000e+001	4.996871e-003	9.995003e+000	2.000252e+003
Step Information: I_sc=3.98107m Elec=1  (Run: 25/84)
1.000000000000000e-003	3.969394e-003	-2.969394e-003	-7.480724e-001
1.165914401179832e-003	3.969435e-003	-2.803521e-003	-7.062770e-001
1.359356390878525e-003	3.969483e-003	-2.610127e-003	-6.575483e-001
1.584893192461113e-003	3.969539e-003	-2.384646e-003	-6.007363e-001
1.847849797422291e-003	3.969605e-003	-2.121755e-003	-5.345003e-001
2.154434690031883e-003	3.969681e-003	-1.815247e-003	-4.572777e-001
2.511886431509579e-003	3.969770e-003	-1.457884e-003	-3.672465e-001
2.928644564625235e-003	3.969874e-003	-1.041230e-003	-2.622828e-001
3.414548873833600e-003	3.969995e-003	-5.554466e-004	-1.399111e-001
3.981071705534971e-003	3.970137e-003	1.093500e-005	2.754312e-003
4.641588833612776e-003	3.970301e-003	6.712875e-004	1.690772e-001
5.411695265464634e-003	3.970493e-003	1.441202e-003	3.629781e-001
6.309573444801929e-003	3.970717e-003	2.338856e-003	5.890262e-001
7.356422544596409e-003	3.970978e-003	3.385445e-003	8.525468e-001
8.576958985908937e-003	3.971282e-003	4.605677e-003	1.159746e+000
9.999999999999995e-003	3.971637e-003	6.028363e-003	1.517854e+000
1.165914401179831e-002	3.972050e-003	7.687094e-003	1.935296e+000
1.359356390878525e-002	3.972533e-003	9.621032e-003	2.421889e+000
1.584893192461112e-002	3.973095e-003	1.187584e-002	2.989065e+000
1.847849797422290e-002	3.973750e-003	1.450475e-002	3.650141e+000
2.154434690031882e-002	3.974515e-003	1.756983e-002	4.420624e+000
2.511886431509578e-002	3.975405e-003	2.114346e-002	5.318567e+000
2.928644564625235e-002	3.976444e-003	2.531000e-002	6.364984e+000
3.414548873833599e-002	3.977655e-003	3.016783e-002	7.584325e+000
3.981071705534969e-002	3.979067e-003	3.583165e-002	9.005037e+000
4.641588833612775e-002	3.980713e-003	4.243517e-002	1.066019e+001
5.411695265464631e-002	3.982633e-003	5.013432e-002	1.258823e+001
6.309573444801926e-002	3.984871e-003	5.911086e-002	1.483382e+001
7.356422544596405e-002	3.987480e-003	6.957675e-002	1.744880e+001
8.576958985908932e-002	3.990523e-003	8.177907e-002	2.049332e+001
9.999999999999990e-002	3.994070e-003	9.600593e-002	2.403712e+001
1.165914401179830e-001	3.998205e-003	1.125932e-001	2.816095e+001
1.359356390878524e-001	4.003027e-003	1.319326e-001	3.295822e+001
1.584893192461112e-001	4.008648e-003	1.544807e-001	3.853685e+001
1.847849797422289e-001	4.015202e-003	1.807698e-001	4.502134e+001
2.154434690031881e-001	4.022844e-003	2.114206e-001	5.255501e+001
2.511886431509577e-001	4.031754e-003	2.471569e-001	6.130258e+001
2.928644564625232e-001	4.042141e-003	2.888223e-001	7.145281e+001
3.414548873833597e-001	4.054253e-003	3.374006e-001	8.322142e+001
3.981071705534967e-001	4.068373e-003	3.940388e-001	9.685414e+001
4.641588833612772e-001	4.084837e-003	4.600740e-001	1.126297e+002
5.411695265464629e-001	4.104032e-003	5.370655e-001	1.308629e+002
6.309573444801924e-001	4.126411e-003	6.268309e-001	1.519070e+002
7.356422544596403e-001	4.152504e-003	7.314898e-001	1.761563e+002
8.576958985908929e-001	4.182926e-003	8.535129e-001	2.040469e+002
9.999999999999986e-001	4.218395e-003	9.957816e-001	2.360570e+002
1.165914401179830e+000	4.259750e-003	1.161655e+000	2.727049e+002
1.359356390878524e+000	4.307965e-003	1.355048e+000	3.145449e+002
1.584893192461111e+000	4.364181e-003	1.580529e+000	3.621594e+002
1.847849797422288e+000	4.429723e-003	1.843420e+000	4.161480e+002
2.154434690031880e+000	4.506140e-003	2.149929e+000	4.771110e+002
2.511886431509576e+000	4.595235e-003	2.507291e+000	5.456285e+002
2.928644564625231e+000	4.699112e-003	2.923945e+000	6.222336e+002
3.414548873833596e+000	4.820224e-003	3.409729e+000	7.073797e+002
3.981071705534965e+000	4.961431e-003	3.976110e+000	8.014040e+002
4.641588833612770e+000	5.126065e-003	4.636463e+000	9.044877e+002
5.411695265464627e+000	5.318015e-003	5.406377e+000	1.016616e+003
6.309573444801921e+000	5.541812e-003	6.304032e+000	1.137540e+003
7.356422544596399e+000	5.802740e-003	7.350620e+000	1.266750e+003
8.576958985908926e+000	6.106960e-003	8.570852e+000	1.403456e+003
1.000000000000000e+001	6.461654e-003	9.993538e+000	1.546591e+003
Step Information: I_sc=6.30957m Elec=1  (Run: 26/84)
1.000000000000000e-003	6.290919e-003	-5.290919e-003	-8.410408e-001
1.165914401179832e-003	6.290961e-003	-5.125046e-003	-8.146683e-001
1.359356390878525e-003	6.291009e-003	-4.931652e-003	-7.839207e-001
1.584893192461113e-003	6.291065e-003	-4.706172e-003	-7.480724e-001
1.847849797422291e-003	6.291131e-003	-4.443281e-003	-7.062770e-001
2.154434690031883e-003	6.291207e-003	-4.136772e-003	-6.575483e-001
2.511886431509579e-003	6.291296e-003	-3.779410e-003	-6.007363e-001
2.928644564625235e-003	6.291400e-003	-3.362755e-003	-5.345003e-001
3.414548873833600e-003	6.291521e-003	-2.876972e-003	-4.572777e-001
3.981071705534971e-003	6.291662e-003	-2.310591e-003	-3.672464e-001
4.641588833612776e-003	6.291827e-003	-1.650238e-003	-2.622828e-001
5.411695265464634e-003	6.292019e-003	-8.803236e-004	-1.399111e-001
6.309573444801929e-003	6.292243e-003	1.733080e-005	2.754312e-003
7.356422544596409e-003	6.292504e-003	1.063919e-003	1.690772e-001
8.576958985908937e-003	6.292808e-003	2.284151e-003	3.629781e-001
9.999999999999995e-003	6.293163e-003	3.706838e-003	5.890262e-001
1.165914401179831e-002	6.293576e-003	5.365568e-003	8.525468e-001
1.359356390878525e-002	6.294058e-003	7.299506e-003	1.159746e+000
1.584893192461112e-002	6.294620e-003	9.554312e-003	1.517854e+000
1.847849797422290e-002	6.295276e-003	1.218322e-002	1.935296e+000
2.154434690031882e-002	6.296040e-003	1.524831e-002	2.421889e+000
2.511886431509578e-002	6.296931e-003	1.882193e-002	2.989065e+000
2.928644564625235e-002	6.297970e-003	2.298848e-002	3.650141e+000
3.414548873833599e-002	6.299181e-003	2.784631e-002	4.420624e+000
3.981071705534969e-002	6.300593e-003	3.351012e-002	5.318567e+000
4.641588833612775e-002	6.302239e-003	4.011365e-002	6.364984e+000
5.411695265464631e-002	6.304159e-003	4.781279e-002	7.584326e+000
6.309573444801926e-002	6.306397e-003	5.678934e-002	9.005037e+000
7.356422544596405e-002	6.309006e-003	6.725522e-002	1.066019e+001
8.576958985908932e-002	6.312048e-003	7.945754e-002	1.258823e+001
9.999999999999990e-002	6.315595e-003	9.368441e-002	1.483382e+001
1.165914401179830e-001	6.319731e-003	1.102717e-001	1.744880e+001
1.359356390878524e-001	6.324552e-003	1.296111e-001	2.049332e+001
1.584893192461112e-001	6.330173e-003	1.521591e-001	2.403712e+001
1.847849797422289e-001	6.336728e-003	1.784482e-001	2.816095e+001
2.154434690031881e-001	6.344370e-003	2.090991e-001	3.295822e+001
2.511886431509577e-001	6.353279e-003	2.448354e-001	3.853685e+001
2.928644564625232e-001	6.363667e-003	2.865008e-001	4.502134e+001
3.414548873833597e-001	6.375778e-003	3.350791e-001	5.255501e+001
3.981071705534967e-001	6.389899e-003	3.917173e-001	6.130258e+001
4.641588833612772e-001	6.406362e-003	4.577525e-001	7.145280e+001
5.411695265464629e-001	6.425557e-003	5.347440e-001	8.322142e+001
6.309573444801924e-001	6.447937e-003	6.245094e-001	9.685414e+001
7.356422544596403e-001	6.474030e-003	7.291682e-001	1.126297e+002
8.576958985908929e-001	6.504451e-003	8.511915e-001	1.308629e+002
9.999999999999986e-001	6.539921e-003	9.934601e-001	1.519070e+002
1.165914401179830e+000	6.581275e-003	1.159333e+000	1.761563e+002
1.359356390878524e+000	6.629491e-003	1.352727e+000	2.040469e+002
1.584893192461111e+000	6.685706e-003	1.578207e+000	2.360570e+002
1.847849797422288e+000	6.751249e-003	1.841099e+000	2.727049e+002
2.154434690031880e+000	6.827665e-003	2.147607e+000	3.145449e+002
2.511886431509576e+000	6.916760e-003	2.504970e+000	3.621594e+002
2.928644564625231e+000	7.020637e-003	2.921624e+000	4.161480e+002
3.414548873833596e+000	7.141750e-003	3.407407e+000	4.771109e+002
3.981071705534965e+000	7.282956e-003	3.973789e+000	5.456285e+002
4.641588833612770e+000	7.447591e-003	4.634141e+000	6.222336e+002
5.411695265464627e+000	7.639540e-003	5.404056e+000	7.073797e+002
6.309573444801921e+000	7.863337e-003	6.301710e+000	8.014040e+002
7.356422544596399e+000	8.124266e-003	7.348298e+000	9.044876e+002
8.576958985908926e+000	8.428486e-003	8.568530e+000	1.016616e+003
1.000000000000000e+001	8.783180e-003	9.991217e+000	1.137540e+003
Step Information: I_sc=10m Elec=1  (Run: 27/84)
1.000000000000000e-003	9.970290e-003	-8.970289e-003	-8.997020e-001
1.165914401179832e-003	9.970331e-003	-8.804416e-003	-8.830616e-001
1.359356390878525e-003	9.970379e-003	-8.611022e-003	-8.636605e-001
1.584893192461113e-003	9.970435e-003	-8.385542e-003	-8.410407e-001
1.847849797422291e-003	9.970500e-003	-8.122651e-003	-8.146684e-001
2.154434690031883e-003	9.970577e-003	-7.816142e-003	-7.839207e-001
2.511886431509579e-003	9.970666e-003	-7.458779e-003	-7.480724e-001
2.928644564625235e-003	9.970770e-003	-7.042125e-003	-7.062770e-001
3.414548873833600e-003	9.970891e-003	-6.556342e-003	-6.575483e-001
3.981071705534971e-003	9.971032e-003	-5.989960e-003	-6.007363e-001
4.641588833612776e-003	9.971197e-003	-5.329608e-003	-5.345003e-001
5.411695265464634e-003	9.971389e-003	-4.559694e-003	-4.572777e-001
6.309573444801929e-003	9.971613e-003	-3.662039e-003	-3.672464e-001
7.356422544596409e-003	9.971874e-003	-2.615451e-003	-2.622828e-001
8.576958985908937e-003	9.972177e-003	-1.395219e-003	-1.399112e-001
9.999999999999995e-003	9.972532e-003	2.746747e-005	2.754312e-003
1.165914401179831e-002	9.972946e-003	1.686198e-003	1.690772e-001
1.359356390878525e-002	9.973428e-003	3.620136e-003	3.629781e-001
1.584893192461112e-002	9.973991e-003	5.874942e-003	5.890262e-001
1.847849797422290e-002	9.974645e-003	8.503852e-003	8.525468e-001
2.154434690031882e-002	9.975410e-003	1.156894e-002	1.159745e+000
2.511886431509578e-002	9.976301e-003	1.514256e-002	1.517853e+000
2.928644564625235e-002	9.977340e-003	1.930911e-002	1.935296e+000
3.414548873833599e-002	9.978550e-003	2.416694e-002	2.421889e+000
3.981071705534969e-002	9.979963e-003	2.983075e-002	2.989064e+000
4.641588833612775e-002	9.981609e-003	3.643428e-002	3.650141e+000
5.411695265464631e-002	9.983528e-003	4.413342e-002	4.420624e+000
6.309573444801926e-002	9.985766e-003	5.310997e-002	5.318567e+000
7.356422544596405e-002	9.988376e-003	6.357585e-002	6.364984e+000
8.576958985908932e-002	9.991419e-003	7.577817e-002	7.584326e+000
9.999999999999990e-002	9.994965e-003	9.000503e-002	9.005037e+000
1.165914401179830e-001	9.999100e-003	1.065923e-001	1.066019e+001
1.359356390878524e-001	1.000392e-002	1.259317e-001	1.258823e+001
1.584893192461112e-001	1.000954e-002	1.484798e-001	1.483382e+001
1.847849797422289e-001	1.001610e-002	1.747689e-001	1.744880e+001
2.154434690031881e-001	1.002374e-002	2.054197e-001	2.049332e+001
2.511886431509577e-001	1.003265e-002	2.411560e-001	2.403712e+001
2.928644564625232e-001	1.004304e-002	2.828214e-001	2.816095e+001
3.414548873833597e-001	1.005515e-002	3.313997e-001	3.295822e+001
3.981071705534967e-001	1.006927e-002	3.880379e-001	3.853685e+001
4.641588833612772e-001	1.008573e-002	4.540732e-001	4.502134e+001
5.411695265464629e-001	1.010493e-002	5.310646e-001	5.255501e+001
6.309573444801924e-001	1.012731e-002	6.208301e-001	6.130258e+001
7.356422544596403e-001	1.015340e-002	7.254888e-001	7.145280e+001
8.576958985908929e-001	1.018382e-002	8.475121e-001	8.322142e+001
9.999999999999986e-001	1.021929e-002	9.897807e-001	9.685415e+001
1.165914401179830e+000	1.026065e-002	1.155654e+000	1.126297e+002
1.359356390878524e+000	1.030886e-002	1.349048e+000	1.308629e+002
1.584893192461111e+000	1.036508e-002	1.574528e+000	1.519070e+002
1.847849797422288e+000	1.043062e-002	1.837419e+000	1.761563e+002
2.154434690031880e+000	1.050704e-002	2.143928e+000	2.040469e+002
2.511886431509576e+000	1.059613e-002	2.501290e+000	2.360570e+002
2.928644564625231e+000	1.070001e-002	2.917945e+000	2.727049e+002
3.414548873833596e+000	1.082112e-002	3.403728e+000	3.145449e+002
3.981071705534965e+000	1.096233e-002	3.970109e+000	3.621594e+002
4.641588833612770e+000	1.112696e-002	4.630462e+000	4.161479e+002
5.411695265464627e+000	1.131891e-002	5.400376e+000	4.771110e+002
6.309573444801921e+000	1.154271e-002	6.298031e+000	5.456285e+002
7.356422544596399e+000	1.180364e-002	7.344619e+000	6.222336e+002
8.576958985908926e+000	1.210786e-002	8.564851e+000	7.073797e+002
1.000000000000000e+001	1.246255e-002	9.987537e+000	8.014040e+002
Step Information: I_sc=15.8489m Elec=1  (Run: 28/84)
1.000000000000000e-003	1.580170e-002	-1.480170e-002	-9.367157e-001
1.165914401179832e-003	1.580174e-002	-1.463582e-002	-9.262161e-001
1.359356390878525e-003	1.580179e-002	-1.444243e-002	-9.139745e-001
1.584893192461113e-003	1.580184e-002	-1.421695e-002	-8.997020e-001
1.847849797422291e-003	1.580191e-002	-1.395406e-002	-8.830616e-001
2.154434690031883e-003	1.580198e-002	-1.364755e-002	-8.636605e-001
2.511886431509579e-003	1.580207e-002	-1.329019e-002	-8.410407e-001
2.928644564625235e-003	1.580218e-002	-1.287353e-002	-8.146683e-001
3.414548873833600e-003	1.580230e-002	-1.238775e-002	-7.839208e-001
3.981071705534971e-003	1.580244e-002	-1.182137e-002	-7.480723e-001
4.641588833612776e-003	1.580261e-002	-1.116102e-002	-7.062770e-001
5.411695265464634e-003	1.580280e-002	-1.039110e-002	-6.575483e-001
6.309573444801929e-003	1.580302e-002	-9.493448e-003	-6.007363e-001
7.356422544596409e-003	1.580328e-002	-8.446859e-003	-5.345003e-001
8.576958985908937e-003	1.580359e-002	-7.226627e-003	-4.572777e-001
9.999999999999995e-003	1.580394e-002	-5.803941e-003	-3.672465e-001
1.165914401179831e-002	1.580435e-002	-4.145211e-003	-2.622828e-001
1.359356390878525e-002	1.580484e-002	-2.211273e-003	-1.399112e-001
1.584893192461112e-002	1.580540e-002	4.353301e-005	2.754312e-003
1.847849797422290e-002	1.580605e-002	2.672444e-003	1.690772e-001
2.154434690031882e-002	1.580682e-002	5.737528e-003	3.629781e-001
2.511886431509578e-002	1.580771e-002	9.311154e-003	5.890262e-001
2.928644564625235e-002	1.580875e-002	1.347770e-002	8.525468e-001
3.414548873833599e-002	1.580996e-002	1.833553e-002	1.159746e+000
3.981071705534969e-002	1.581137e-002	2.399935e-002	1.517854e+000
4.641588833612775e-002	1.581302e-002	3.060287e-002	1.935296e+000
5.411695265464631e-002	1.581494e-002	3.830202e-002	2.421888e+000
6.309573444801926e-002	1.581717e-002	4.727856e-002	2.989065e+000
7.356422544596405e-002	1.581978e-002	5.774444e-002	3.650141e+000
8.576958985908932e-002	1.582283e-002	6.994677e-002	4.420624e+000
9.999999999999990e-002	1.582637e-002	8.417363e-002	5.318567e+000
1.165914401179830e-001	1.583051e-002	1.007609e-001	6.364983e+000
1.359356390878524e-001	1.583533e-002	1.201003e-001	7.584326e+000
1.584893192461112e-001	1.584095e-002	1.426484e-001	9.005038e+000
1.847849797422289e-001	1.584751e-002	1.689375e-001	1.066019e+001
2.154434690031881e-001	1.585515e-002	1.995883e-001	1.258823e+001
2.511886431509577e-001	1.586406e-002	2.353246e-001	1.483382e+001
2.928644564625232e-001	1.587445e-002	2.769900e-001	1.744880e+001
3.414548873833597e-001	1.588656e-002	3.255683e-001	2.049332e+001
3.981071705534967e-001	1.590068e-002	3.822065e-001	2.403712e+001
4.641588833612772e-001	1.591714e-002	4.482417e-001	2.816095e+001
5.411695265464629e-001	1.593634e-002	5.252332e-001	3.295822e+001
6.309573444801924e-001	1.595872e-002	6.149986e-001	3.853685e+001
7.356422544596403e-001	1.598481e-002	7.196574e-001	4.502133e+001
8.576958985908929e-001	1.601523e-002	8.416806e-001	5.255502e+001
9.999999999999986e-001	1.605070e-002	9.839493e-001	6.130258e+001
1.165914401179830e+000	1.609205e-002	1.149822e+000	7.145280e+001
1.359356390878524e+000	1.614027e-002	1.343216e+000	8.322142e+001
1.584893192461111e+000	1.619649e-002	1.568697e+000	9.685414e+001
1.847849797422288e+000	1.626203e-002	1.831588e+000	1.126297e+002
2.154434690031880e+000	1.633844e-002	2.138096e+000	1.308629e+002
2.511886431509576e+000	1.642754e-002	2.495459e+000	1.519070e+002
2.928644564625231e+000	1.653142e-002	2.912113e+000	1.761563e+002
3.414548873833596e+000	1.665253e-002	3.397896e+000	2.040469e+002
3.981071705534965e+000	1.679374e-002	3.964278e+000	2.360570e+002
4.641588833612770e+000	1.695837e-002	4.624630e+000	2.727049e+002
5.411695265464627e+000	1.715032e-002	5.394545e+000	3.145449e+002
6.309573444801921e+000	1.737412e-002	6.292199e+000	3.621594e+002
7.356422544596399e+000	1.763504e-002	7.338788e+000	4.161480e+002
8.576958985908926e+000	1.793926e-002	8.559020e+000	4.771110e+002
1.000000000000000e+001	1.829396e-002	9.981706e+000	5.456285e+002
Step Information: I_sc=25.1189m Elec=1  (Run: 29/84)
1.000000000000000e-003	2.504386e-002	-2.404386e-002	-9.600700e-001
1.165914401179832e-003	2.504390e-002	-2.387798e-002	-9.534451e-001
1.359356390878525e-003	2.504395e-002	-2.368459e-002	-9.457212e-001
1.584893192461113e-003	2.504400e-002	-2.345911e-002	-9.367157e-001
1.847849797422291e-003	2.504407e-002	-2.319622e-002	-9.262161e-001
2.154434690031883e-003	2.504415e-002	-2.288971e-002	-9.139745e-001
2.511886431509579e-003	2.504423e-002	-2.253235e-002	-8.997020e-001
2.928644564625235e-003	2.504434e-002	-2.211569e-002	-8.830616e-001
3.414548873833600e-003	2.504446e-002	-2.162991e-002	-8.636605e-001
3.981071705534971e-003	2.504460e-002	-2.106353e-002	-8.410407e-001
4.641588833612776e-003	2.504477e-002	-2.040318e-002	-8.146683e-001
5.411695265464634e-003	2.504496e-002	-1.963326e-002	-7.839207e-001
6.309573444801929e-003	2.504518e-002	-1.873561e-002	-7.480724e-001
7.356422544596409e-003	2.504544e-002	-1.768902e-002	-7.062770e-001
8.576958985908937e-003	2.504575e-002	-1.646879e-002	-6.575483e-001
9.999999999999995e-003	2.504610e-002	-1.504610e-002	-6.007363e-001
1.165914401179831e-002	2.504651e-002	-1.338737e-002	-5.345003e-001
1.359356390878525e-002	2.504700e-002	-1.145343e-002	-4.572777e-001
1.584893192461112e-002	2.504756e-002	-9.198627e-003	-3.672464e-001
1.847849797422290e-002	2.504821e-002	-6.569716e-003	-2.622828e-001
2.154434690031882e-002	2.504898e-002	-3.504631e-003	-1.399111e-001
2.511886431509578e-002	2.504987e-002	6.899517e-005	2.754313e-003
2.928644564625235e-002	2.505091e-002	4.235538e-003	1.690772e-001
3.414548873833599e-002	2.505212e-002	9.093369e-003	3.629781e-001
3.981071705534969e-002	2.505353e-002	1.475719e-002	5.890262e-001
4.641588833612775e-002	2.505518e-002	2.136071e-002	8.525468e-001
5.411695265464631e-002	2.505710e-002	2.905986e-002	1.159746e+000
6.309573444801926e-002	2.505933e-002	3.803640e-002	1.517853e+000
7.356422544596405e-002	2.506194e-002	4.850228e-002	1.935296e+000
8.576958985908932e-002	2.506499e-002	6.070460e-002	2.421889e+000
9.999999999999990e-002	2.506853e-002	7.493147e-002	2.989065e+000
1.165914401179830e-001	2.507267e-002	9.151877e-002	3.650141e+000
1.359356390878524e-001	2.507749e-002	1.108581e-001	4.420624e+000
1.584893192461112e-001	2.508311e-002	1.334062e-001	5.318567e+000
1.847849797422289e-001	2.508967e-002	1.596953e-001	6.364984e+000
2.154434690031881e-001	2.509731e-002	1.903462e-001	7.584326e+000
2.511886431509577e-001	2.510622e-002	2.260824e-001	9.005037e+000
2.928644564625232e-001	2.511661e-002	2.677478e-001	1.066019e+001
3.414548873833597e-001	2.512872e-002	3.163262e-001	1.258823e+001
3.981071705534967e-001	2.514284e-002	3.729643e-001	1.483382e+001
4.641588833612772e-001	2.515930e-002	4.389996e-001	1.744880e+001
5.411695265464629e-001	2.517850e-002	5.159910e-001	2.049332e+001
6.309573444801924e-001	2.520088e-002	6.057565e-001	2.403712e+001
7.356422544596403e-001	2.522697e-002	7.104153e-001	2.816095e+001
8.576958985908929e-001	2.525739e-002	8.324385e-001	3.295822e+001
9.999999999999986e-001	2.529286e-002	9.747071e-001	3.853685e+001
1.165914401179830e+000	2.533421e-002	1.140580e+000	4.502134e+001
1.359356390878524e+000	2.538243e-002	1.333974e+000	5.255502e+001
1.584893192461111e+000	2.543864e-002	1.559455e+000	6.130258e+001
1.847849797422288e+000	2.550419e-002	1.822346e+000	7.145280e+001
2.154434690031880e+000	2.558060e-002	2.128854e+000	8.322142e+001
2.511886431509576e+000	2.566970e-002	2.486217e+000	9.685415e+001
2.928644564625231e+000	2.577358e-002	2.902871e+000	1.126297e+002
3.414548873833596e+000	2.589469e-002	3.388654e+000	1.308629e+002
3.981071705534965e+000	2.603589e-002	3.955036e+000	1.519071e+002
4.641588833612770e+000	2.620053e-002	4.615388e+000	1.761563e+002
5.411695265464627e+000	2.639248e-002	5.385303e+000	2.040469e+002
6.309573444801921e+000	2.661628e-002	6.282957e+000	2.360570e+002
7.356422544596399e+000	2.687720e-002	7.329545e+000	2.727049e+002
8.576958985908926e+000	2.718142e-002	8.549778e+000	3.145449e+002
1.000000000000000e+001	2.753612e-002	9.972464e+000	3.621594e+002
Step Information: I_sc=39.8107m Elec=1  (Run: 30/84)
1.000000000000000e-003	3.969169e-002	-3.869169e-002	-9.748058e-001
1.165914401179832e-003	3.969174e-002	-3.852582e-002	-9.706257e-001
1.359356390878525e-003	3.969178e-002	-3.833243e-002	-9.657521e-001
1.584893192461113e-003	3.969184e-002	-3.810694e-002	-9.600700e-001
1.847849797422291e-003	3.969191e-002	-3.784405e-002	-9.534451e-001
2.154434690031883e-003	3.969198e-002	-3.753754e-002	-9.457211e-001
2.511886431509579e-003	3.969207e-002	-3.718019e-002	-9.367157e-001
2.928644564625235e-003	3.969217e-002	-3.676353e-002	-9.262161e-001
3.414548873833600e-003	3.969229e-002	-3.627774e-002	-9.139745e-001
3.981071705534971e-003	3.969244e-002	-3.571136e-002	-8.997020e-001
4.641588833612776e-003	3.969260e-002	-3.505101e-002	-8.830616e-001
5.411695265464634e-003	3.969279e-002	-3.428110e-002	-8.636605e-001
6.309573444801929e-003	3.969302e-002	-3.338344e-002	-8.410407e-001
7.356422544596409e-003	3.969328e-002	-3.233685e-002	-8.146683e-001
8.576958985908937e-003	3.969358e-002	-3.111662e-002	-7.839208e-001
9.999999999999995e-003	3.969394e-002	-2.969394e-002	-7.480724e-001
1.165914401179831e-002	3.969435e-002	-2.803521e-002	-7.062770e-001
1.359356390878525e-002	3.969483e-002	-2.610127e-002	-6.575483e-001
1.584893192461112e-002	3.969539e-002	-2.384646e-002	-6.007363e-001
1.847849797422290e-002	3.969605e-002	-2.121755e-002	-5.345003e-001
